%Pressure	Flow_Calibrated	Flow_Filtered	R5	X5	R11	X11	R19	X19	#	Volume
-1.0625	-0.1106	0.2300	1.6600	-0.6197	1.5661	0.3103	1.7143	1.5245	4824	0.48696
-0.8049	-0.0061	0.2340	1.6506	-0.6090	1.5754	0.3210	1.6953	1.5351	4825	0.48693
-0.5473	0.1314	0.2390	1.6411	-0.6090	1.5754	0.3316	1.7048	1.5351	4826	0.48758
-0.3541	0.2592	0.2450	1.6317	-0.6090	1.5661	0.3316	1.7143	1.5245	4827	0.48888
-0.2575	0.3582	0.2510	1.6317	-0.5982	1.5661	0.3423	1.7143	1.5245	4828	0.49067
-0.2092	0.4211	0.2580	1.6223	-0.5982	1.5661	0.3529	1.7143	1.5138	4829	0.49277
-0.1770	0.4545	0.2650	1.6223	-0.5875	1.5661	0.3636	1.7143	1.5138	4830	0.49504
-0.1126	0.4782	0.2730	1.6128	-0.5875	1.5754	0.3742	1.7143	1.5032	4831	0.49743
0.0323	0.4970	0.2800	1.6128	-0.5768	1.5661	0.3742	1.7143	1.5032	4832	0.49991
0.2094	0.5342	0.2870	1.6128	-0.5660	1.5661	0.3742	1.7143	1.5032	4833	0.50258
0.4187	0.5802	0.2940	1.6128	-0.5660	1.5661	0.3849	1.7143	1.4926	4834	0.50548
0.5959	0.6301	0.2990	1.6128	-0.5553	1.5661	0.3849	1.7143	1.4926	4835	0.50863
0.7086	0.6747	0.3050	1.6128	-0.5553	1.5568	0.4062	1.7048	1.4926	4836	0.51200
0.7086	0.6791	0.3090	1.6128	-0.5553	1.5568	0.4169	1.7143	1.4819	4837	0.51540
0.5637	0.6435	0.3120	1.6128	-0.5445	1.5661	0.4275	1.7048	1.4819	4838	0.51861
0.3543	0.5757	0.3130	1.6128	-0.5445	1.5754	0.4382	1.7048	1.4713	4839	0.52149
0.1128	0.4687	0.3130	1.6128	-0.5445	1.5754	0.4275	1.7143	1.4819	4840	0.52383
-0.0643	0.3680	0.3120	1.6128	-0.5445	1.5661	0.4275	1.7048	1.4713	4841	0.52567
-0.1287	0.2991	0.3090	1.6128	-0.5445	1.5568	0.4275	1.7048	1.4606	4842	0.52716
-0.1448	0.2390	0.3050	1.6128	-0.5445	1.5476	0.4275	1.6953	1.4606	4843	0.52836
0.0484	0.2592	0.2990	1.6128	-0.5445	1.5383	0.4382	1.6858	1.4606	4844	0.52965
0.2577	0.2991	0.2920	1.6034	-0.5338	1.5383	0.4488	1.6858	1.4606	4845	0.53115
0.4670	0.3728	0.2830	1.6034	-0.5445	1.5383	0.4595	1.6953	1.4606	4846	0.53301
0.6442	0.4450	0.2740	1.6034	-0.5338	1.5476	0.4595	1.6858	1.4606	4847	0.53523
0.5798	0.4640	0.2630	1.6034	-0.5338	1.5383	0.4488	1.6953	1.4500	4848	0.53755
0.4187	0.4498	0.2520	1.5940	-0.5338	1.5290	0.4488	1.6763	1.4500	4849	0.53980
0.1289	0.3680	0.2410	1.5940	-0.5338	1.5198	0.4488	1.6763	1.4500	4850	0.54164
-0.1770	0.2642	0.2300	1.5940	-0.5338	1.5105	0.4488	1.6668	1.4500	4851	0.54296
-0.4346	0.1418	0.2190	1.5940	-0.5338	1.5013	0.4595	1.6668	1.4500	4852	0.54366
-0.6278	0.0207	0.2080	1.5845	-0.5445	1.5013	0.4595	1.6668	1.4500	4853	0.54376
-0.7083	-0.0587	0.1970	1.5845	-0.5445	1.5013	0.4595	1.6668	1.4500	4854	0.54347
-0.7244	-0.1158	0.1880	1.5845	-0.5553	1.5013	0.4595	1.6573	1.4500	4855	0.54289
-0.6922	-0.1261	0.1790	1.5845	-0.5553	1.4920	0.4595	1.6478	1.4500	4856	0.54226
-0.6600	-0.1261	0.1700	1.5751	-0.5553	1.4827	0.4701	1.6478	1.4500	4857	0.54162
-0.7083	-0.1158	0.1630	1.5751	-0.5553	1.4827	0.4701	1.6478	1.4500	4858	0.54104
-0.8210	-0.1210	0.1570	1.5751	-0.5660	1.4735	0.4808	1.6478	1.4500	4859	0.54044
-0.9498	-0.1364	0.1520	1.5751	-0.5660	1.4735	0.4808	1.6478	1.4606	4860	0.53975
-1.0947	-0.1722	0.1490	1.5751	-0.5660	1.4735	0.4808	1.6478	1.4606	4861	0.53889
-1.1752	-0.1976	0.1460	1.5657	-0.5660	1.4642	0.4808	1.6478	1.4606	4862	0.53790
-1.1269	-0.2128	0.1450	1.5751	-0.5768	1.4642	0.4914	1.6478	1.4606	4863	0.53684
-0.9820	-0.1925	0.1450	1.5751	-0.5768	1.4642	0.4914	1.6383	1.4606	4864	0.53587
-0.6439	-0.1003	0.1460	1.5751	-0.5768	1.4642	0.5021	1.6383	1.4606	4865	0.53537
-0.2575	0.0260	0.1480	1.5751	-0.5875	1.4642	0.5127	1.6383	1.4606	4866	0.53550
0.1128	0.1933	0.1510	1.5845	-0.5875	1.4642	0.5127	1.6383	1.4713	4867	0.53646
0.3704	0.3435	0.1550	1.5940	-0.5982	1.4642	0.5127	1.6383	1.4606	4868	0.53818
0.4509	0.4450	0.1590	1.5940	-0.5982	1.4642	0.5127	1.6383	1.4713	4869	0.54040
0.4187	0.4970	0.1650	1.5940	-0.6090	1.4735	0.5127	1.6383	1.4713	4870	0.54288
0.2738	0.4876	0.1700	1.6034	-0.6197	1.4735	0.5127	1.6288	1.4819	4871	0.54532
0.1128	0.4402	0.1760	1.6034	-0.6305	1.4735	0.5234	1.6383	1.4713	4872	0.54752
-0.0321	0.3825	0.1820	1.6034	-0.6305	1.4735	0.5341	1.6478	1.4713	4873	0.54943
-0.0965	0.3189	0.1880	1.6034	-0.6412	1.4735	0.5341	1.6383	1.4819	4874	0.55102
-0.0160	0.2991	0.1930	1.6034	-0.6520	1.4735	0.5234	1.6383	1.4713	4875	0.55252
0.1289	0.3041	0.1970	1.6034	-0.6520	1.4735	0.5234	1.6383	1.4819	4876	0.55404
0.3060	0.3435	0.2010	1.6034	-0.6627	1.4735	0.5341	1.6478	1.4819	4877	0.55575
0.4670	0.4067	0.2040	1.5940	-0.6627	1.4735	0.5341	1.6383	1.4819	4878	0.55778
0.5637	0.4450	0.2050	1.5940	-0.6735	1.4827	0.5341	1.6478	1.4819	4879	0.56001
0.5959	0.4735	0.2060	1.5845	-0.6735	1.4827	0.5234	1.6573	1.4819	4880	0.56237
0.4992	0.4593	0.2060	1.5845	-0.6735	1.4827	0.5341	1.6573	1.4819	4881	0.56467
0.4026	0.4115	0.2040	1.5845	-0.6735	1.4735	0.5234	1.6573	1.4819	4882	0.56672
0.3060	0.3582	0.2020	1.5845	-0.6735	1.4735	0.5341	1.6478	1.4926	4883	0.56851
0.2738	0.3090	0.1990	1.5751	-0.6735	1.4735	0.5341	1.6478	1.4926	4884	0.57006
0.3543	0.2941	0.1950	1.5845	-0.6842	1.4735	0.5341	1.6573	1.4926	4885	0.57153
0.4509	0.3041	0.1900	1.5845	-0.6842	1.4735	0.5341	1.6573	1.4926	4886	0.57304
0.5476	0.3337	0.1850	1.5845	-0.6842	1.4827	0.5341	1.6668	1.5032	4887	0.57471
0.5637	0.3533	0.1790	1.5845	-0.6949	1.4735	0.5234	1.6573	1.4926	4888	0.57648
0.4670	0.3435	0.1720	1.5845	-0.6949	1.4642	0.5341	1.6668	1.4926	4889	0.57819
0.2577	0.3041	0.1660	1.5940	-0.7057	1.4642	0.5341	1.6668	1.4926	4890	0.57971
-0.0965	0.2035	0.1600	1.5845	-0.7164	1.4642	0.5447	1.6573	1.5032	4891	0.58073
-0.4829	0.0632	0.1540	1.5940	-0.7272	1.4549	0.5447	1.6668	1.4926	4892	0.58104
-0.8371	-0.1003	0.1480	1.5845	-0.7379	1.4642	0.5447	1.6668	1.4926	4893	0.58054
-1.0786	-0.2479	0.1420	1.5940	-0.7487	1.4642	0.5447	1.6668	1.4926	4894	0.57930
-1.1752	-0.3418	0.1370	1.5845	-0.7594	1.4549	0.5447	1.6573	1.4926	4895	0.57759
-1.1269	-0.3759	0.1330	1.5845	-0.7701	1.4549	0.5447	1.6573	1.4926	4896	0.57571
-0.9981	-0.3516	0.1290	1.5751	-0.7809	1.4549	0.5554	1.6573	1.5032	4897	0.57395
-0.7888	-0.2778	0.1260	1.5751	-0.7809	1.4549	0.5660	1.6573	1.5032	4898	0.57255
-0.6117	-0.1824	0.1240	1.5751	-0.7916	1.4549	0.5660	1.6573	1.4926	4899	0.57164
-0.4829	-0.0743	0.1220	1.5751	-0.8024	1.4642	0.5767	1.6478	1.5138	4900	0.57127
-0.3702	0.0207	0.1220	1.5657	-0.8024	1.4642	0.5660	1.6478	1.5032	4901	0.57137
-0.4185	0.0791	0.1230	1.5657	-0.8024	1.4642	0.5554	1.6573	1.5032	4902	0.57176
-0.4829	0.1106	0.1250	1.5657	-0.8131	1.4549	0.5554	1.6478	1.5032	4903	0.57232
-0.5473	0.1106	0.1280	1.5657	-0.8131	1.4642	0.5660	1.6478	1.5032	4904	0.57287
-0.5956	0.1053	0.1320	1.5751	-0.8024	1.4642	0.5660	1.6478	1.5138	4905	0.57339
-0.4668	0.1106	0.1360	1.5751	-0.8131	1.4735	0.5660	1.6478	1.5138	4906	0.57394
-0.3058	0.1470	0.1420	1.5751	-0.8131	1.4827	0.5660	1.6478	1.5032	4907	0.57468
-0.0965	0.2035	0.1480	1.5751	-0.8131	1.4827	0.5447	1.6478	1.5138	4908	0.57569
0.0967	0.2692	0.1540	1.5751	-0.8131	1.4827	0.5554	1.6383	1.5032	4909	0.57704
0.1772	0.3288	0.1600	1.5845	-0.8239	1.4827	0.5554	1.6288	1.5032	4910	0.57868
0.2094	0.3631	0.1670	1.5845	-0.8346	1.4827	0.5447	1.6383	1.5138	4911	0.58049
0.1450	0.3680	0.1720	1.5845	-0.8453	1.4827	0.5447	1.6383	1.5245	4912	0.58233
0.0162	0.3337	0.1780	1.5845	-0.8453	1.4920	0.5447	1.6478	1.5245	4913	0.58400
-0.0804	0.2842	0.1820	1.5845	-0.8561	1.4920	0.5341	1.6383	1.5245	4914	0.58542
-0.1287	0.2289	0.1860	1.5751	-0.8668	1.4920	0.5234	1.6288	1.5138	4915	0.58656
-0.0321	0.2035	0.1890	1.5751	-0.8776	1.4920	0.5234	1.6383	1.5138	4916	0.58758
0.2094	0.2188	0.1910	1.5657	-0.8776	1.4920	0.5234	1.6288	1.5245	4917	0.58867
0.4992	0.2792	0.1910	1.5562	-0.8883	1.4827	0.5234	1.6288	1.5351	4918	0.59006
0.8052	0.3680	0.1900	1.5468	-0.8883	1.4920	0.5127	1.6288	1.5351	4919	0.59190
1.0306	0.4545	0.1880	1.5373	-0.8991	1.4920	0.5127	1.6288	1.5351	4920	0.59417
1.1916	0.5342	0.1850	1.5279	-0.8991	1.4827	0.5127	1.6288	1.5351	4921	0.59684
1.2077	0.5665	0.1810	1.5185	-0.8991	1.4920	0.5021	1.6288	1.5351	4922	0.59967
1.0950	0.5527	0.1750	1.5090	-0.8991	1.4827	0.5021	1.6288	1.5458	4923	0.60243
0.8857	0.4876	0.1690	1.4996	-0.9098	1.4827	0.5127	1.6099	1.5351	4924	0.60487
0.5798	0.3728	0.1620	1.4996	-0.9098	1.4827	0.5127	1.6099	1.5458	4925	0.60673
0.3382	0.2541	0.1550	1.4902	-0.8991	1.4827	0.5021	1.6193	1.5564	4926	0.60800
0.1450	0.1418	0.1470	1.4902	-0.8991	1.4827	0.5021	1.6099	1.5564	4927	0.60871
0.0484	0.0632	0.1390	1.4807	-0.8991	1.4920	0.4914	1.6193	1.5564	4928	0.60902
0.0162	-0.0008	0.1300	1.4807	-0.8991	1.4827	0.4914	1.6099	1.5564	4929	0.60902
-0.0321	-0.0429	0.1210	1.4807	-0.8991	1.4827	0.4914	1.6099	1.5564	4930	0.60880
-0.0965	-0.0691	0.1130	1.4902	-0.8991	1.4827	0.5021	1.6004	1.5671	4931	0.60845
-0.2414	-0.1106	0.1040	1.4902	-0.9098	1.4920	0.5021	1.6099	1.5671	4932	0.60790
-0.4346	-0.1467	0.0960	1.4902	-0.9098	1.4920	0.5021	1.6099	1.5564	4933	0.60716
-0.6439	-0.1976	0.0880	1.4902	-0.9098	1.4920	0.4914	1.6099	1.5564	4934	0.60617
-0.8049	-0.2579	0.0810	1.4902	-0.9098	1.5013	0.4914	1.6004	1.5564	4935	0.60488
-0.9015	-0.2927	0.0760	1.4902	-0.9206	1.5013	0.4914	1.6004	1.5671	4936	0.60342
-0.9015	-0.3026	0.0710	1.4902	-0.9206	1.5013	0.4808	1.6004	1.5671	4937	0.60190
-0.7727	-0.2679	0.0680	1.4902	-0.9206	1.5105	0.4808	1.6004	1.5564	4938	0.60056
-0.5634	-0.1976	0.0660	1.4807	-0.9313	1.5105	0.4808	1.5909	1.5671	4939	0.59957
-0.3380	-0.0847	0.0650	1.4807	-0.9313	1.5105	0.4701	1.6004	1.5671	4940	0.59915
-0.1609	0.0260	0.0660	1.4713	-0.9313	1.5105	0.4595	1.6004	1.5671	4941	0.59928
-0.1126	0.1262	0.0690	1.4713	-0.9313	1.5105	0.4595	1.6004	1.5564	4942	0.59991
-0.1609	0.1779	0.0730	1.4618	-0.9313	1.5198	0.4595	1.6004	1.5564	4943	0.60079
-0.3380	0.1779	0.0780	1.4618	-0.9313	1.5198	0.4595	1.6004	1.5564	4944	0.60168
-0.5634	0.1521	0.0840	1.4524	-0.9206	1.5290	0.4488	1.6004	1.5564	4945	0.60244
-0.7727	0.0738	0.0920	1.4524	-0.9206	1.5290	0.4382	1.6004	1.5564	4946	0.60281
-0.9015	0.0046	0.1000	1.4524	-0.9206	1.5290	0.4382	1.6004	1.5458	4947	0.60283
-0.9015	-0.0429	0.1090	1.4430	-0.9098	1.5290	0.4169	1.6004	1.5351	4948	0.60261
-0.7405	-0.0482	0.1180	1.4430	-0.8991	1.5290	0.4169	1.5909	1.5351	4949	0.60237
-0.4507	0.0260	0.1270	1.4335	-0.8991	1.5198	0.4275	1.6004	1.5351	4950	0.60250
-0.1448	0.1314	0.1360	1.4335	-0.8883	1.5290	0.4169	1.6004	1.5351	4951	0.60315
0.1128	0.2541	0.1450	1.4335	-0.8883	1.5290	0.4275	1.6004	1.5351	4952	0.60442
0.3221	0.3680	0.1530	1.4335	-0.8776	1.5383	0.4169	1.6004	1.5245	4953	0.60626
0.4026	0.4450	0.1610	1.4335	-0.8776	1.5383	0.4062	1.6099	1.5245	4954	0.60848
0.4348	0.4876	0.1670	1.4335	-0.8776	1.5383	0.3956	1.6099	1.5245	4955	0.61092
0.4187	0.4923	0.1730	1.4335	-0.8776	1.5383	0.3956	1.5909	1.5245	4956	0.61338
0.4187	0.4782	0.1780	1.4335	-0.8776	1.5198	0.3849	1.5909	1.5138	4957	0.61577
0.4831	0.4640	0.1810	1.4335	-0.8776	1.5290	0.3956	1.5909	1.5138	4958	0.61809
0.6120	0.4640	0.1830	1.4335	-0.8776	1.5290	0.3956	1.6004	1.5245	4959	0.62041
0.7730	0.4782	0.1840	1.4335	-0.8776	1.5383	0.3956	1.6004	1.5138	4960	0.62280
0.9501	0.5110	0.1830	1.4241	-0.8776	1.5476	0.3849	1.6004	1.5138	4961	0.62535
1.0467	0.5342	0.1810	1.4241	-0.8776	1.5476	0.3849	1.6004	1.5032	4962	0.62802
1.0145	0.5250	0.1780	1.4241	-0.8776	1.5476	0.3849	1.6004	1.5032	4963	0.63064
0.8857	0.4923	0.1730	1.4147	-0.8776	1.5383	0.3849	1.6004	1.4926	4964	0.63310
0.5798	0.3874	0.1670	1.4147	-0.8776	1.5476	0.3849	1.5909	1.4926	4965	0.63504
0.2255	0.2592	0.1590	1.4147	-0.8776	1.5568	0.3849	1.6004	1.4926	4966	0.63633
-0.1126	0.1053	0.1510	1.4052	-0.8776	1.5568	0.3849	1.6004	1.4926	4967	0.63686
-0.3702	-0.0482	0.1410	1.4052	-0.8668	1.5568	0.3849	1.6004	1.4926	4968	0.63661
-0.4507	-0.1569	0.1310	1.4052	-0.8668	1.5568	0.3849	1.6004	1.4819	4969	0.63583
-0.4024	-0.2128	0.1200	1.4052	-0.8561	1.5568	0.3849	1.5909	1.4819	4970	0.63476
-0.2575	-0.2128	0.1080	1.4052	-0.8561	1.5661	0.3742	1.5909	1.4926	4971	0.63370
-0.0965	-0.1773	0.0960	1.4052	-0.8453	1.5661	0.3849	1.5909	1.4819	4972	0.63281
0.0484	-0.1106	0.0850	1.4052	-0.8453	1.5754	0.3742	1.5909	1.4819	4973	0.63225
0.0806	-0.0587	0.0740	1.4052	-0.8346	1.5661	0.3636	1.5909	1.4713	4974	0.63196
0.0001	-0.0219	0.0630	1.4052	-0.8346	1.5754	0.3636	1.5909	1.4713	4975	0.63185
-0.1609	-0.0272	0.0540	1.4052	-0.8239	1.5754	0.3636	1.6004	1.4819	4976	0.63171
-0.3702	-0.0743	0.0450	1.4147	-0.8239	1.5661	0.3529	1.5814	1.4713	4977	0.63134
-0.5473	-0.1364	0.0370	1.4052	-0.8239	1.5754	0.3636	1.5909	1.4606	4978	0.63065
-0.6439	-0.1976	0.0310	1.4052	-0.8131	1.5846	0.3529	1.5909	1.4606	4979	0.62966
-0.6600	-0.2379	0.0260	1.4052	-0.8131	1.5754	0.3423	1.5909	1.4713	4980	0.62847
-0.6439	-0.2529	0.0230	1.4052	-0.8131	1.5754	0.3423	1.6004	1.4606	4981	0.62721
-0.5473	-0.2329	0.0210	1.4052	-0.8131	1.5754	0.3423	1.5909	1.4713	4982	0.62604
-0.4185	-0.1824	0.0200	1.3958	-0.8131	1.5661	0.3423	1.5909	1.4713	4983	0.62513
-0.4185	-0.1364	0.0210	1.3958	-0.8131	1.5661	0.3423	1.5909	1.4606	4984	0.62444
-0.4346	-0.0951	0.0220	1.3958	-0.8131	1.5661	0.3423	1.5814	1.4713	4985	0.62397
-0.5795	-0.0951	0.0250	1.3864	-0.8024	1.5661	0.3423	1.5909	1.4819	4986	0.62349
-0.7405	-0.1210	0.0290	1.3864	-0.8024	1.5661	0.3316	1.6004	1.4819	4987	0.62288
-0.7405	-0.1364	0.0330	1.3769	-0.7916	1.5568	0.3316	1.6004	1.4819	4988	0.62220
-0.6600	-0.1364	0.0380	1.3769	-0.7916	1.5476	0.3316	1.5909	1.4713	4989	0.62151
-0.4185	-0.0847	0.0440	1.3675	-0.7916	1.5476	0.3316	1.5814	1.4713	4990	0.62109
-0.0804	0.0153	0.0490	1.3675	-0.7809	1.5476	0.3316	1.5814	1.4819	4991	0.62116
0.2899	0.1625	0.0550	1.3675	-0.7701	1.5476	0.3316	1.5814	1.4926	4992	0.62197
0.6764	0.3239	0.0610	1.3675	-0.7701	1.5476	0.3316	1.5814	1.4819	4993	0.62359
0.9501	0.4687	0.0660	1.3675	-0.7701	1.5476	0.3210	1.5814	1.4819	4994	0.62593
1.0950	0.5665	0.0710	1.3675	-0.7594	1.5383	0.3103	1.5814	1.4819	4995	0.62877
1.0789	0.5985	0.0750	1.3675	-0.7594	1.5198	0.3210	1.5719	1.5032	4996	0.63176
0.9340	0.5711	0.0790	1.3580	-0.7594	1.5198	0.3210	1.5814	1.4926	4997	0.63461
0.7569	0.5017	0.0820	1.3675	-0.7594	1.5198	0.3210	1.5719	1.5032	4998	0.63712
0.5476	0.4019	0.0830	1.3675	-0.7594	1.5290	0.3210	1.5719	1.5032	4999	0.63912
0.4187	0.3041	0.0840	1.3675	-0.7594	1.5198	0.3210	1.5719	1.5032	5000	0.64064
0.3221	0.2137	0.0830	1.3675	-0.7594	1.5198	0.2997	1.5719	1.5138	5001	0.64171
0.3543	0.1625	0.0810	1.3675	-0.7594	1.5198	0.2890	1.5719	1.5245	5002	0.64252
0.4509	0.1366	0.0780	1.3675	-0.7594	1.5013	0.2784	1.5624	1.5245	5003	0.64320
0.5153	0.1470	0.0740	1.3580	-0.7594	1.5013	0.2677	1.5624	1.5351	5004	0.64394
0.5637	0.1573	0.0680	1.3580	-0.7594	1.4920	0.2784	1.5624	1.5245	5005	0.64472
0.4509	0.1366	0.0620	1.3580	-0.7594	1.4920	0.2784	1.5624	1.5458	5006	0.64540
0.2899	0.1001	0.0540	1.3580	-0.7487	1.4920	0.2677	1.5624	1.5351	5007	0.64590
0.0806	0.0313	0.0460	1.3486	-0.7487	1.5013	0.2464	1.5529	1.5458	5008	0.64606
-0.0965	-0.0534	0.0370	1.3486	-0.7487	1.4920	0.2464	1.5529	1.5458	5009	0.64579
-0.1931	-0.1210	0.0290	1.3486	-0.7487	1.4827	0.2251	1.5529	1.5564	5010	0.64518
-0.2092	-0.1722	0.0200	1.3486	-0.7487	1.4735	0.2144	1.5529	1.5564	5011	0.64432
-0.1287	-0.1875	0.0110	1.3392	-0.7487	1.4735	0.2038	1.5529	1.5671	5012	0.64338
0.0001	-0.1671	0.0020	1.3392	-0.7487	1.4735	0.2038	1.5624	1.5671	5013	0.64254
0.1128	-0.1210	-0.0050	1.3392	-0.7487	1.4642	0.1931	1.5529	1.5671	5014	0.64193
0.1450	-0.0795	-0.0120	1.3392	-0.7487	1.4642	0.1931	1.5624	1.5671	5015	0.64154
0.0645	-0.0587	-0.0180	1.3392	-0.7487	1.4642	0.1825	1.5529	1.5777	5016	0.64124
-0.1448	-0.0847	-0.0230	1.3297	-0.7487	1.4549	0.1718	1.5529	1.5777	5017	0.64082
-0.4507	-0.1569	-0.0270	1.3297	-0.7487	1.4549	0.1718	1.5624	1.5777	5018	0.64003
-0.7566	-0.2579	-0.0300	1.3203	-0.7487	1.4549	0.1612	1.5624	1.5777	5019	0.63874
-0.9981	-0.3613	-0.0310	1.3203	-0.7594	1.4457	0.1612	1.5529	1.5884	5020	0.63693
-1.1269	-0.4335	-0.0310	1.3109	-0.7594	1.4457	0.1505	1.5624	1.5884	5021	0.63476
-1.1430	-0.4761	-0.0310	1.3109	-0.7594	1.4364	0.1505	1.5624	1.5777	5022	0.63238
-1.0303	-0.4525	-0.0290	1.3014	-0.7594	1.4272	0.1505	1.5624	1.5777	5023	0.63011
-0.8210	-0.3855	-0.0260	1.3014	-0.7594	1.4272	0.1505	1.5529	1.5777	5024	0.62819
-0.5473	-0.2828	-0.0220	1.3014	-0.7594	1.4272	0.1612	1.5529	1.5777	5025	0.62677
-0.2736	-0.1518	-0.0170	1.2920	-0.7701	1.4272	0.1505	1.5624	1.5884	5026	0.62601
-0.0965	-0.0324	-0.0110	1.2920	-0.7701	1.4364	0.1399	1.5719	1.5884	5027	0.62585
0.0162	0.0791	-0.0050	1.2920	-0.7701	1.4272	0.1399	1.5719	1.5884	5028	0.62624
0.0323	0.1418	0.0010	1.2920	-0.7701	1.4272	0.1292	1.5624	1.5884	5029	0.62695
0.0806	0.1882	0.0090	1.2825	-0.7701	1.4179	0.1399	1.5624	1.5884	5030	0.62789
0.1450	0.2137	0.0160	1.2825	-0.7809	1.4179	0.1399	1.5624	1.5884	5031	0.62895
0.2899	0.2541	0.0240	1.2825	-0.7809	1.4179	0.1505	1.5624	1.5884	5032	0.63022
0.4670	0.2991	0.0310	1.2825	-0.7809	1.4272	0.1505	1.5719	1.5990	5033	0.63172
0.6442	0.3435	0.0370	1.2825	-0.7809	1.4364	0.1399	1.5719	1.5777	5034	0.63343
0.8374	0.3971	0.0430	1.2825	-0.7809	1.4364	0.1399	1.5719	1.5884	5035	0.63542
0.9179	0.4307	0.0480	1.2825	-0.7916	1.4272	0.1292	1.5719	1.5884	5036	0.63757
0.9179	0.4498	0.0520	1.2825	-0.7916	1.4272	0.1399	1.5719	1.5777	5037	0.63981
0.7891	0.4211	0.0550	1.2825	-0.7916	1.4364	0.1399	1.5719	1.5777	5038	0.64192
0.5637	0.3435	0.0570	1.2825	-0.7916	1.4364	0.1505	1.5719	1.5777	5039	0.64363
0.3221	0.2441	0.0570	1.2825	-0.7916	1.4457	0.1505	1.5719	1.5884	5040	0.64485
0.1450	0.1262	0.0570	1.2825	-0.7916	1.4549	0.1399	1.5719	1.5777	5041	0.64548
0.0645	0.0367	0.0540	1.2920	-0.7916	1.4457	0.1399	1.5814	1.5671	5042	0.64566
0.0806	-0.0272	0.0500	1.2920	-0.8024	1.4549	0.1399	1.5814	1.5671	5043	0.64553
0.2577	-0.0377	0.0450	1.2920	-0.7916	1.4549	0.1399	1.5814	1.5564	5044	0.64534
0.4992	0.0099	0.0390	1.2920	-0.7916	1.4549	0.1505	1.5909	1.5671	5045	0.64538
0.7086	0.0791	0.0320	1.2920	-0.7916	1.4642	0.1505	1.5909	1.5671	5046	0.64578
0.8696	0.1625	0.0250	1.2920	-0.7916	1.4642	0.1505	1.5909	1.5564	5047	0.64659
0.8374	0.2035	0.0160	1.2825	-0.7916	1.4642	0.1399	1.6004	1.5458	5048	0.64761
0.6603	0.1984	0.0080	1.2825	-0.7916	1.4642	0.1505	1.6004	1.5564	5049	0.64860
0.4026	0.1418	0.0000	1.2825	-0.7809	1.4642	0.1505	1.6004	1.5458	5050	0.64930
0.1128	0.0260	-0.0090	1.2825	-0.7809	1.4735	0.1505	1.5909	1.5564	5051	0.64943
-0.1448	-0.1003	-0.0170	1.2825	-0.7809	1.4735	0.1505	1.6004	1.5458	5052	0.64893
-0.3058	-0.2329	-0.0250	1.2825	-0.7809	1.4735	0.1505	1.5909	1.5458	5053	0.64776
-0.3863	-0.3370	-0.0320	1.2825	-0.7701	1.4735	0.1505	1.6004	1.5458	5054	0.64608
-0.3863	-0.3855	-0.0390	1.2825	-0.7701	1.4735	0.1505	1.6004	1.5351	5055	0.64415
-0.3380	-0.4096	-0.0450	1.2825	-0.7701	1.4735	0.1505	1.6004	1.5245	5056	0.64210
-0.3219	-0.3904	-0.0500	1.2825	-0.7594	1.4735	0.1612	1.6004	1.5351	5057	0.64014
-0.3863	-0.3710	-0.0530	1.2920	-0.7594	1.4827	0.1718	1.6004	1.5245	5058	0.63829
-0.5312	-0.3662	-0.0560	1.2920	-0.7487	1.4920	0.1718	1.5909	1.5245	5059	0.63645
-0.6922	-0.3759	-0.0570	1.3014	-0.7487	1.4920	0.1718	1.6004	1.5245	5060	0.63457
-0.8532	-0.3904	-0.0580	1.3014	-0.7487	1.4920	0.1612	1.6099	1.5245	5061	0.63262
-0.9659	-0.4000	-0.0570	1.3109	-0.7487	1.4920	0.1718	1.6004	1.5138	5062	0.63062
-0.9337	-0.3855	-0.0550	1.3203	-0.7487	1.4827	0.1718	1.6004	1.5138	5063	0.62869
-0.8049	-0.3321	-0.0520	1.3203	-0.7487	1.4827	0.1931	1.5909	1.5138	5064	0.62703
-0.4990	-0.2379	-0.0470	1.3203	-0.7594	1.4827	0.2038	1.5909	1.5138	5065	0.62583
-0.1448	-0.0951	-0.0420	1.3203	-0.7594	1.4920	0.2038	1.5909	1.5245	5066	0.62536
0.1933	0.0632	-0.0360	1.3297	-0.7594	1.4920	0.2038	1.6004	1.5138	5067	0.62567
0.4348	0.2086	-0.0290	1.3297	-0.7594	1.4920	0.2038	1.5909	1.5032	5068	0.62671
0.5153	0.3041	-0.0210	1.3297	-0.7487	1.4920	0.2038	1.5909	1.5032	5069	0.62823
0.4831	0.3484	-0.0130	1.3297	-0.7487	1.4827	0.2144	1.5814	1.5138	5070	0.62997
0.3221	0.3288	-0.0050	1.3297	-0.7487	1.4827	0.2251	1.5814	1.5138	5071	0.63161
0.1611	0.2742	0.0030	1.3297	-0.7379	1.4827	0.2357	1.5909	1.5138	5072	0.63298
0.0323	0.2035	0.0110	1.3297	-0.7379	1.4827	0.2357	1.5909	1.5032	5073	0.63400
-0.0160	0.1418	0.0180	1.3392	-0.7272	1.4827	0.2357	1.5909	1.5032	5074	0.63471
0.0484	0.1001	0.0250	1.3392	-0.7164	1.4827	0.2251	1.5814	1.5032	5075	0.63521
0.2094	0.1106	0.0310	1.3392	-0.7057	1.4735	0.2251	1.5814	1.5032	5076	0.63576
