%Pressure	Flow_Calibrated	Flow_Filtered	R5	X5	R11	X11	R19	X19	#	Volume
-0.0965	-0.1518	-0.0280	-0.0103	0.0034	-0.0178	0.0120	-0.0036	0.0025	185	0.00055
-0.1448	-0.1976	-0.0190	-0.0103	0.0034	-0.0086	0.0120	-0.0036	0.0025	186	-0.00044
-0.2253	-0.2927	-0.0090	-0.0103	0.0034	-0.0086	0.0120	-0.0036	0.0025	187	-0.00190
-0.2414	-0.3904	0.0000	-0.0103	0.0034	-0.0086	0.0014	-0.0036	0.0025	188	-0.00385
-0.1931	-0.4096	0.0110	-0.0103	0.0034	-0.0086	0.0014	-0.0036	0.0025	189	-0.00590
-0.0643	-0.3026	0.0210	-0.0103	0.0034	-0.0178	0.0014	-0.0036	0.0025	190	-0.00742
0.1128	-0.0482	0.0310	-0.0103	0.0034	-0.0086	0.0120	-0.0036	0.0025	191	-0.00766
0.2899	0.3090	0.0410	-0.0103	0.0034	-0.0086	0.0120	-0.0036	0.0025	192	-0.00612
0.4348	0.6614	0.0510	-0.0103	0.0034	-0.0086	0.0120	-0.0036	0.0025	193	-0.00281
0.5153	0.9530	0.0600	-0.0103	0.0034	-0.0086	0.0014	-0.0036	0.0025	194	0.00195
0.5476	1.1161	0.0680	-0.0103	0.0034	-0.0086	0.0014	-0.0036	0.0025	195	0.00753
0.4992	1.1682	0.0750	-0.0103	0.0034	-0.0086	0.0014	-0.0036	0.0025	196	0.01337
0.3865	1.0897	0.0810	-0.0103	0.0034	-0.0086	0.0014	-0.0036	0.0025	197	0.01882
0.2416	0.8798	0.0850	-0.0103	0.0034	-0.0086	0.0120	-0.0036	0.0025	198	0.02321
0.0645	0.5802	0.0880	-0.0103	0.0034	-0.0086	0.0120	-0.0036	0.0025	199	0.02611
-0.0643	0.2390	0.0890	-0.0103	0.0034	-0.0086	0.0014	-0.0036	0.0025	200	0.02731
-0.1126	-0.0324	0.0880	-0.0103	0.0034	-0.0086	0.0014	-0.0036	0.0025	201	0.02714
-0.0965	-0.1569	0.0850	-0.0103	0.0034	-0.0086	0.0014	-0.0036	0.0025	202	0.02636
-0.0321	-0.1261	0.0790	-0.0103	0.0034	-0.0086	0.0014	-0.0036	0.0025	203	0.02572
0.0484	-0.0114	0.0720	-0.0103	0.0034	-0.0086	0.0014	-0.0036	0.0025	204	0.02567
0.0645	0.0948	0.0630	-0.0103	0.0034	-0.0086	0.0120	-0.0036	0.0025	205	0.02614
0.0323	0.1262	0.0530	-0.0103	0.0034	-0.0086	0.0120	-0.0036	0.0025	206	0.02677
-0.0482	0.0473	0.0410	-0.0103	0.0034	-0.0086	0.0014	-0.0036	0.0025	207	0.02700
-0.1609	-0.1106	0.0290	-0.0009	0.0034	-0.0086	0.0014	-0.0036	0.0025	208	0.02645
-0.2253	-0.2828	0.0160	-0.0009	0.0034	-0.0086	0.0014	-0.0036	0.0025	209	0.02503
-0.2575	-0.4096	0.0020	-0.0009	0.0034	-0.0086	0.0014	-0.0036	0.0025	210	0.02298
-0.2253	-0.4430	-0.0100	-0.0009	0.0034	-0.0086	0.0014	-0.0036	0.0025	211	0.02077
-0.1287	-0.3710	-0.0230	-0.0009	0.0034	-0.0086	0.0014	-0.0036	0.0025	212	0.01891
-0.0160	-0.2027	-0.0350	-0.0009	0.0034	-0.0086	0.0014	-0.0036	0.0025	213	0.01789
0.0967	0.0260	-0.0460	-0.0009	0.0034	-0.0086	0.0014	-0.0036	0.0025	214	0.01802
0.1289	0.1933	-0.0550	-0.0009	0.0034	-0.0086	0.0014	-0.0036	0.0025	215	0.01899
0.0806	0.2491	-0.0630	-0.0009	0.0034	-0.0086	0.0014	-0.0036	0.0025	216	0.02023
-0.0482	0.1418	-0.0690	-0.0009	0.0034	-0.0086	0.0014	-0.0036	0.0025	217	0.02094
-0.2253	-0.1313	-0.0730	-0.0009	0.0034	-0.0086	0.0014	-0.0036	0.0025	218	0.02028
-0.4024	-0.4667	-0.0750	-0.0009	0.0034	-0.0086	0.0014	-0.0036	0.0025	219	0.01794
-0.5312	-0.7807	-0.0760	-0.0009	0.0034	-0.0086	0.0014	-0.0036	0.0025	220	0.01404
-0.5956	-0.9963	-0.0750	-0.0009	0.0034	-0.0086	0.0014	-0.0036	0.0025	221	0.00906
-0.5634	-1.0761	-0.0720	-0.0009	0.0034	-0.0086	0.0014	-0.0036	0.0025	222	0.00367
-0.4507	-1.0117	-0.0680	-0.0009	0.0034	-0.0086	0.0014	-0.0036	0.0025	223	-0.00139
-0.2575	-0.8061	-0.0620	-0.0009	0.0034	-0.0086	0.0014	-0.0036	0.0025	224	-0.00542
-0.0482	-0.4667	-0.0550	-0.0009	0.0034	-0.0086	0.0014	-0.0036	0.0025	225	-0.00775
0.1128	-0.0743	-0.0470	-0.0009	0.0034	-0.0086	0.0014	-0.0036	0.0025	226	-0.00813
0.2255	0.2592	-0.0380	-0.0009	0.0034	-0.0086	0.0014	-0.0036	0.0025	227	-0.00683
0.2255	0.4163	-0.0270	-0.0009	0.0034	-0.0086	0.0014	-0.0036	0.0025	228	-0.00475
0.1772	0.4498	-0.0160	-0.0009	0.0034	-0.0086	0.0014	-0.0036	0.0025	229	-0.00250
0.1450	0.3922	-0.0040	-0.0009	0.0034	-0.0086	0.0014	-0.0036	0.0025	230	-0.00055
0.1289	0.3189	0.0070	-0.0009	0.0034	-0.0086	0.0014	-0.0036	0.0025	231	0.00105
0.1450	0.3140	0.0200	-0.0009	0.0034	0.0007	0.0014	-0.0036	0.0025	232	0.00262
0.2094	0.3777	0.0320	-0.0009	0.0034	0.0007	0.0014	-0.0036	0.0025	233	0.00450
0.2899	0.5110	0.0430	-0.0009	-0.0074	0.0007	0.0014	-0.0036	0.0025	234	0.00706
0.3543	0.6658	0.0530	-0.0009	0.0034	0.0007	0.0014	-0.0036	0.0025	235	0.01038
0.3865	0.7791	0.0630	-0.0009	0.0034	0.0007	0.0014	-0.0036	0.0025	236	0.01428
0.3543	0.8215	0.0710	-0.0009	-0.0074	0.0007	0.0014	-0.0036	0.0025	237	0.01838
0.2416	0.7404	0.0770	-0.0009	-0.0074	0.0007	0.0014	-0.0036	0.0025	238	0.02208
0.0967	0.5389	0.0810	-0.0009	-0.0074	0.0007	0.0014	-0.0036	0.0025	239	0.02478
-0.0804	0.2289	0.0830	-0.0009	-0.0074	0.0007	0.0014	-0.0036	0.0025	240	0.02592
-0.2253	-0.1364	0.0830	-0.0009	-0.0074	0.0007	0.0014	-0.0036	0.0025	241	0.02524
-0.2897	-0.4048	0.0800	-0.0009	-0.0074	0.0007	0.0014	-0.0036	0.0025	242	0.02321
-0.2253	-0.4714	0.0750	-0.0009	-0.0074	0.0007	0.0014	-0.0036	0.0025	243	0.02085
